report_week,reference_week,ach_region,sex,counts
2025-12-08,2025-11-03,Better Health Together,Female,82
2025-12-08,2025-11-03,Better Health Together,Male,77
2025-12-08,2025-11-03,Cascade Pacific Action Alliance,Female,91
2025-12-08,2025-11-03,Cascade Pacific Action Alliance,Male,93
2025-12-08,2025-11-03,Elevate Health,Female,115
2025-12-08,2025-11-03,Elevate Health,Male,24
2025-12-08,2025-11-03,Greater Columbia ACH,Female,131
2025-12-08,2025-11-03,Greater Columbia ACH,Male,133
2025-12-08,2025-11-03,HealthierHere,Female,332
2025-12-08,2025-11-03,HealthierHere,Male,301
2025-12-08,2025-11-03,North Central ACH,Female,36
2025-12-08,2025-11-03,North Central ACH,Male,37
2025-12-08,2025-11-03,North Sound ACH,Female,203
2025-12-08,2025-11-03,North Sound ACH,Male,193
2025-12-08,2025-11-03,Olympic Community of Health,Female,51
2025-12-08,2025-11-03,Olympic Community of Health,Male,49
2025-12-08,2025-11-03,SWACH,Female,84
2025-12-08,2025-11-03,SWACH,Male,73
2025-12-08,2025-11-10,Better Health Together,Female,75
2025-12-08,2025-11-10,Better Health Together,Male,77
2025-12-08,2025-11-10,Cascade Pacific Action Alliance,Female,88
2025-12-08,2025-11-10,Cascade Pacific Action Alliance,Male,92
2025-12-08,2025-11-10,Elevate Health,Female,119
2025-12-08,2025-11-10,Elevate Health,Male,115
2025-12-08,2025-11-10,Greater Columbia ACH,Female,115
2025-12-08,2025-11-10,Greater Columbia ACH,Male,121
2025-12-08,2025-11-10,HealthierHere,Female,282
2025-12-08,2025-11-10,HealthierHere,Male,255
2025-12-08,2025-11-10,North Central ACH,Female,40
2025-12-08,2025-11-10,North Central ACH,Male,36
2025-12-08,2025-11-10,North Sound ACH,Female,199
2025-12-08,2025-11-10,North Sound ACH,Male,189
2025-12-08,2025-11-10,Olympic Community of Health,Female,48
2025-12-08,2025-11-10,Olympic Community of Health,Male,44
2025-12-08,2025-11-10,SWACH,Female,65
2025-12-08,2025-11-10,SWACH,Male,58
2025-12-08,2025-11-17,Better Health Together,Female,67
2025-12-08,2025-11-17,Better Health Together,Male,64
2025-12-08,2025-11-17,Cascade Pacific Action Alliance,Female,84
2025-12-08,2025-11-17,Cascade Pacific Action Alliance,Male,71
2025-12-08,2025-11-17,Elevate Health,Female,95
2025-12-08,2025-11-17,Elevate Health,Male,110
2025-12-08,2025-11-17,Greater Columbia ACH,Female,115
2025-12-08,2025-11-17,Greater Columbia ACH,Male,99
2025-12-08,2025-11-17,HealthierHere,Female,246
2025-12-08,2025-11-17,HealthierHere,Male,217
2025-12-08,2025-11-17,North Central ACH,Female,28
2025-12-08,2025-11-17,North Central ACH,Male,25
2025-12-08,2025-11-17,North Sound ACH,Female,155
2025-12-08,2025-11-17,North Sound ACH,Male,156
2025-12-08,2025-11-17,Olympic Community of Health,Female,40
2025-12-08,2025-11-17,Olympic Community of Health,Male,47
2025-12-08,2025-11-17,SWACH,Female,59
2025-12-08,2025-11-17,SWACH,Male,55
2025-12-08,2025-11-24,Better Health Together,Female,60
2025-12-08,2025-11-24,Better Health Together,Male,51
2025-12-08,2025-11-24,Cascade Pacific Action Alliance,Female,43
2025-12-08,2025-11-24,Cascade Pacific Action Alliance,Male,57
2025-12-08,2025-11-24,Elevate Health,Female,72
2025-12-08,2025-11-24,Elevate Health,Male,74
2025-12-08,2025-11-24,Greater Columbia ACH,Female,71
2025-12-08,2025-11-24,Greater Columbia ACH,Male,70
2025-12-08,2025-11-24,HealthierHere,Female,188
2025-12-08,2025-11-24,HealthierHere,Male,190
2025-12-08,2025-11-24,North Central ACH,Female,18
2025-12-08,2025-11-24,North Central ACH,Male,19
2025-12-08,2025-11-24,North Sound ACH,Female,116
2025-12-08,2025-11-24,North Sound ACH,Male,100
2025-12-08,2025-11-24,Olympic Community of Health,Female,29
2025-12-08,2025-11-24,Olympic Community of Health,Male,36
2025-12-08,2025-11-24,SWACH,Female,38
2025-12-08,2025-11-24,SWACH,Male,44
2025-12-08,2025-12-01,Better Health Together,Female,30
2025-12-08,2025-12-01,Better Health Together,Male,28
2025-12-08,2025-12-01,Cascade Pacific Action Alliance,Female,28
2025-12-08,2025-12-01,Cascade Pacific Action Alliance,Male,22
2025-12-08,2025-12-01,Elevate Health,Female,45
2025-12-08,2025-12-01,Elevate Health,Male,44
2025-12-08,2025-12-01,Greater Columbia ACH,Female,43
2025-12-08,2025-12-01,Greater Columbia ACH,Male,31
2025-12-08,2025-12-01,HealthierHere,Female,82
2025-12-08,2025-12-01,HealthierHere,Male,102
2025-12-08,2025-12-01,North Central ACH,Female,7
2025-12-08,2025-12-01,North Central ACH,Male,12
2025-12-08,2025-12-01,North Sound ACH,Female,48
2025-12-08,2025-12-01,North Sound ACH,Male,53
2025-12-08,2025-12-01,Olympic Community of Health,Female,10
2025-12-08,2025-12-01,Olympic Community of Health,Male,16
2025-12-08,2025-12-01,SWACH,Female,25
2025-12-08,2025-12-01,SWACH,Male,22
2025-12-08,2025-12-08,Better Health Together,Female,1
2025-12-08,2025-12-08,Better Health Together,Male,6
2025-12-08,2025-12-08,Cascade Pacific Action Alliance,Female,14
2025-12-08,2025-12-08,Cascade Pacific Action Alliance,Male,9
2025-12-08,2025-12-08,Elevate Health,Female,11
2025-12-08,2025-12-08,Elevate Health,Male,11
2025-12-08,2025-12-08,Greater Columbia ACH,Female,10
2025-12-08,2025-12-08,Greater Columbia ACH,Male,15
2025-12-08,2025-12-08,HealthierHere,Female,40
2025-12-08,2025-12-08,HealthierHere,Male,30
2025-12-08,2025-12-08,North Central ACH,Female,4
2025-12-08,2025-12-08,North Central ACH,Male,2
2025-12-08,2025-12-08,North Sound ACH,Female,26
2025-12-08,2025-12-08,North Sound ACH,Male,15
2025-12-08,2025-12-08,Olympic Community of Health,Female,1
2025-12-08,2025-12-08,Olympic Community of Health,Male,6
2025-12-08,2025-12-08,SWACH,Female,4
2025-12-08,2025-12-08,SWACH,Male,8
2025-12-15,2025-10-06,Better Health Together,Female,96
2025-12-15,2025-10-06,Better Health Together,Male,100
2025-12-15,2025-10-06,Cascade Pacific Action Alliance,Female,106
2025-12-15,2025-10-06,Cascade Pacific Action Alliance,Male,97
2025-12-15,2025-10-06,Elevate Health,Female,140
2025-12-15,2025-10-06,Elevate Health,Male,139
2025-12-15,2025-10-06,Greater Columbia ACH,Female,153
2025-12-15,2025-10-06,Greater Columbia ACH,Male,150
2025-12-15,2025-10-06,HealthierHere,Female,345
2025-12-15,2025-10-06,HealthierHere,Male,324
2025-12-15,2025-10-06,North Central ACH,Female,39
2025-12-15,2025-10-06,North Central ACH,Male,39
2025-12-15,2025-10-06,North Sound ACH,Female,217
2025-12-15,2025-10-06,North Sound ACH,Male,214
2025-12-15,2025-10-06,Olympic Community of Health,Female,57
2025-12-15,2025-10-06,Olympic Community of Health,Male,53
2025-12-15,2025-10-06,SWACH,Female,92
2025-12-15,2025-10-06,SWACH,Male,86
2025-12-15,2025-10-13,Better Health Together,Female,99
2025-12-15,2025-10-13,Better Health Together,Male,89
2025-12-15,2025-10-13,Cascade Pacific Action Alliance,Female,90
2025-12-15,2025-10-13,Cascade Pacific Action Alliance,Male,91
2025-12-15,2025-10-13,Elevate Health,Female,127
2025-12-15,2025-10-13,Elevate Health,Male,131
2025-12-15,2025-10-13,Greater Columbia ACH,Female,131
2025-12-15,2025-10-13,Greater Columbia ACH,Male,142
2025-12-15,2025-10-13,HealthierHere,Female,368
2025-12-15,2025-10-13,HealthierHere,Male,375
2025-12-15,2025-10-13,North Central ACH,Female,43
2025-12-15,2025-10-13,North Central ACH,Male,41
2025-12-15,2025-10-13,North Sound ACH,Female,239
2025-12-15,2025-10-13,North Sound ACH,Male,225
2025-12-15,2025-10-13,Olympic Community of Health,Female,58
2025-12-15,2025-10-13,Olympic Community of Health,Male,50
2025-12-15,2025-10-13,SWACH,Female,89
2025-12-15,2025-10-13,SWACH,Male,81
2025-12-15,2025-10-20,Better Health Together,Female,97
2025-12-15,2025-10-20,Better Health Together,Male,103
2025-12-15,2025-10-20,Cascade Pacific Action Alliance,Female,117
2025-12-15,2025-10-20,Cascade Pacific Action Alliance,Male,89
2025-12-15,2025-10-20,Elevate Health,Female,142
2025-12-15,2025-10-20,Elevate Health,Male,139
2025-12-15,2025-10-20,Greater Columbia ACH,Female,135
2025-12-15,2025-10-20,Greater Columbia ACH,Male,146
2025-12-15,2025-10-20,HealthierHere,Female,360
2025-12-15,2025-10-20,HealthierHere,Male,347
2025-12-15,2025-10-20,North Central ACH,Female,43
2025-12-15,2025-10-20,North Central ACH,Male,40
2025-12-15,2025-10-20,North Sound ACH,Female,206
2025-12-15,2025-10-20,North Sound ACH,Male,197
2025-12-15,2025-10-20,Olympic Community of Health,Female,61
2025-12-15,2025-10-20,Olympic Community of Health,Male,54
2025-12-15,2025-10-20,SWACH,Female,81
2025-12-15,2025-10-20,SWACH,Male,74
2025-12-15,2025-10-27,Better Health Together,Female,90
2025-12-15,2025-10-27,Better Health Together,Male,98
2025-12-15,2025-10-27,Cascade Pacific Action Alliance,Female,99
2025-12-15,2025-10-27,Cascade Pacific Action Alliance,Male,103
2025-12-15,2025-10-27,Elevate Health,Female,126
2025-12-15,2025-10-27,Elevate Health,Male,133
2025-12-15,2025-10-27,Greater Columbia ACH,Female,134
2025-12-15,2025-10-27,Greater Columbia ACH,Male,147
2025-12-15,2025-10-27,HealthierHere,Female,361
2025-12-15,2025-10-27,HealthierHere,Male,330
2025-12-15,2025-10-27,North Central ACH,Female,41
2025-12-15,2025-10-27,North Central ACH,Male,39
2025-12-15,2025-10-27,North Sound ACH,Female,215
2025-12-15,2025-10-27,North Sound ACH,Male,196
2025-12-15,2025-10-27,Olympic Community of Health,Female,61
2025-12-15,2025-10-27,Olympic Community of Health,Male,57
2025-12-15,2025-10-27,SWACH,Female,78
2025-12-15,2025-10-27,SWACH,Male,79
2025-12-15,2025-11-03,Better Health Together,Female,88
2025-12-15,2025-11-03,Better Health Together,Male,81
2025-12-15,2025-11-03,Cascade Pacific Action Alliance,Female,99
2025-12-15,2025-11-03,Cascade Pacific Action Alliance,Male,96
2025-12-15,2025-11-03,Elevate Health,Female,122
2025-12-15,2025-11-03,Elevate Health,Male,25
2025-12-15,2025-11-03,Greater Columbia ACH,Female,134
2025-12-15,2025-11-03,Greater Columbia ACH,Male,139
2025-12-15,2025-11-03,HealthierHere,Female,341
2025-12-15,2025-11-03,HealthierHere,Male,314
2025-12-15,2025-11-03,North Central ACH,Female,39
2025-12-15,2025-11-03,North Central ACH,Male,38
2025-12-15,2025-11-03,North Sound ACH,Female,208
2025-12-15,2025-11-03,North Sound ACH,Male,202
2025-12-15,2025-11-03,Olympic Community of Health,Female,53
2025-12-15,2025-11-03,Olympic Community of Health,Male,52
2025-12-15,2025-11-03,SWACH,Female,88
2025-12-15,2025-11-03,SWACH,Male,77
2025-12-15,2025-11-10,Better Health Together,Female,83
2025-12-15,2025-11-10,Better Health Together,Male,85
2025-12-15,2025-11-10,Cascade Pacific Action Alliance,Female,92
2025-12-15,2025-11-10,Cascade Pacific Action Alliance,Male,96
2025-12-15,2025-11-10,Elevate Health,Female,129
2025-12-15,2025-11-10,Elevate Health,Male,126
2025-12-15,2025-11-10,Greater Columbia ACH,Female,133
2025-12-15,2025-11-10,Greater Columbia ACH,Male,132
2025-12-15,2025-11-10,HealthierHere,Female,308
2025-12-15,2025-11-10,HealthierHere,Male,278
2025-12-15,2025-11-10,North Central ACH,Female,41
2025-12-15,2025-11-10,North Central ACH,Male,38
2025-12-15,2025-11-10,North Sound ACH,Female,217
2025-12-15,2025-11-10,North Sound ACH,Male,204
2025-12-15,2025-11-10,Olympic Community of Health,Female,53
2025-12-15,2025-11-10,Olympic Community of Health,Male,47
2025-12-15,2025-11-10,SWACH,Female,76
2025-12-15,2025-11-10,SWACH,Male,65
2025-12-15,2025-11-17,Better Health Together,Female,79
2025-12-15,2025-11-17,Better Health Together,Male,71
2025-12-15,2025-11-17,Cascade Pacific Action Alliance,Female,98
2025-12-15,2025-11-17,Cascade Pacific Action Alliance,Male,83
2025-12-15,2025-11-17,Elevate Health,Female,109
2025-12-15,2025-11-17,Elevate Health,Male,128
2025-12-15,2025-11-17,Greater Columbia ACH,Female,129
2025-12-15,2025-11-17,Greater Columbia ACH,Male,112
2025-12-15,2025-11-17,HealthierHere,Female,282
2025-12-15,2025-11-17,HealthierHere,Male,255
2025-12-15,2025-11-17,North Central ACH,Female,31
2025-12-15,2025-11-17,North Central ACH,Male,32
2025-12-15,2025-11-17,North Sound ACH,Female,185
2025-12-15,2025-11-17,North Sound ACH,Male,188
2025-12-15,2025-11-17,Olympic Community of Health,Female,45
2025-12-15,2025-11-17,Olympic Community of Health,Male,52
2025-12-15,2025-11-17,SWACH,Female,73
2025-12-15,2025-11-17,SWACH,Male,64
2025-12-15,2025-11-24,Better Health Together,Female,76
2025-12-15,2025-11-24,Better Health Together,Male,70
2025-12-15,2025-11-24,Cascade Pacific Action Alliance,Female,60
2025-12-15,2025-11-24,Cascade Pacific Action Alliance,Male,83
2025-12-15,2025-11-24,Elevate Health,Female,108
2025-12-15,2025-11-24,Elevate Health,Male,97
2025-12-15,2025-11-24,Greater Columbia ACH,Female,95
2025-12-15,2025-11-24,Greater Columbia ACH,Male,101
2025-12-15,2025-11-24,HealthierHere,Female,267
2025-12-15,2025-11-24,HealthierHere,Male,263
2025-12-15,2025-11-24,North Central ACH,Female,29
2025-12-15,2025-11-24,North Central ACH,Male,27
2025-12-15,2025-11-24,North Sound ACH,Female,150
2025-12-15,2025-11-24,North Sound ACH,Male,144
2025-12-15,2025-11-24,Olympic Community of Health,Female,42
2025-12-15,2025-11-24,Olympic Community of Health,Male,45
2025-12-15,2025-11-24,SWACH,Female,61
2025-12-15,2025-11-24,SWACH,Male,61
2025-12-15,2025-12-01,Better Health Together,Female,46
2025-12-15,2025-12-01,Better Health Together,Male,54
2025-12-15,2025-12-01,Cascade Pacific Action Alliance,Female,59
2025-12-15,2025-12-01,Cascade Pacific Action Alliance,Male,36
2025-12-15,2025-12-01,Elevate Health,Female,81
2025-12-15,2025-12-01,Elevate Health,Male,73
2025-12-15,2025-12-01,Greater Columbia ACH,Female,86
2025-12-15,2025-12-01,Greater Columbia ACH,Male,62
2025-12-15,2025-12-01,HealthierHere,Female,162
2025-12-15,2025-12-01,HealthierHere,Male,187
2025-12-15,2025-12-01,North Central ACH,Female,19
2025-12-15,2025-12-01,North Central ACH,Male,18
2025-12-15,2025-12-01,North Sound ACH,Female,103
2025-12-15,2025-12-01,North Sound ACH,Male,107
2025-12-15,2025-12-01,Olympic Community of Health,Female,24
2025-12-15,2025-12-01,Olympic Community of Health,Male,28
2025-12-15,2025-12-01,SWACH,Female,39
2025-12-15,2025-12-01,SWACH,Male,37
2025-12-15,2025-12-08,Better Health Together,Female,22
2025-12-15,2025-12-08,Better Health Together,Male,30
2025-12-15,2025-12-08,Cascade Pacific Action Alliance,Female,27
2025-12-15,2025-12-08,Cascade Pacific Action Alliance,Male,23
2025-12-15,2025-12-08,Elevate Health,Female,33
2025-12-15,2025-12-08,Elevate Health,Male,34
2025-12-15,2025-12-08,Greater Columbia ACH,Female,44
2025-12-15,2025-12-08,Greater Columbia ACH,Male,41
2025-12-15,2025-12-08,HealthierHere,Female,85
2025-12-15,2025-12-08,HealthierHere,Male,94
2025-12-15,2025-12-08,North Central ACH,Female,15
2025-12-15,2025-12-08,North Central ACH,Male,12
2025-12-15,2025-12-08,North Sound ACH,Female,63
2025-12-15,2025-12-08,North Sound ACH,Male,57
2025-12-15,2025-12-08,Olympic Community of Health,Female,15
2025-12-15,2025-12-08,Olympic Community of Health,Male,21
2025-12-15,2025-12-08,SWACH,Female,24
2025-12-15,2025-12-08,SWACH,Male,26
2025-12-15,2025-12-15,Better Health Together,Female,7
2025-12-15,2025-12-15,Better Health Together,Male,9
2025-12-15,2025-12-15,Cascade Pacific Action Alliance,Female,7
2025-12-15,2025-12-15,Cascade Pacific Action Alliance,Male,4
2025-12-15,2025-12-15,Elevate Health,Female,12
2025-12-15,2025-12-15,Elevate Health,Male,12
2025-12-15,2025-12-15,Greater Columbia ACH,Female,11
2025-12-15,2025-12-15,Greater Columbia ACH,Male,10
2025-12-15,2025-12-15,HealthierHere,Female,25
2025-12-15,2025-12-15,HealthierHere,Male,23
2025-12-15,2025-12-15,North Central ACH,Female,4
2025-12-15,2025-12-15,North Central ACH,Male,2
2025-12-15,2025-12-15,North Sound ACH,Female,14
2025-12-15,2025-12-15,North Sound ACH,Male,17
2025-12-15,2025-12-15,Olympic Community of Health,Female,6
2025-12-15,2025-12-15,Olympic Community of Health,Male,4
2025-12-15,2025-12-15,SWACH,Female,3
2025-12-15,2025-12-15,SWACH,Male,4
2025-12-22,2025-10-13,Better Health Together,Female,99
2025-12-22,2025-10-13,Better Health Together,Male,90
2025-12-22,2025-10-13,Cascade Pacific Action Alliance,Female,90
2025-12-22,2025-10-13,Cascade Pacific Action Alliance,Male,92
2025-12-22,2025-10-13,Elevate Health,Female,131
2025-12-22,2025-10-13,Elevate Health,Male,132
2025-12-22,2025-10-13,Greater Columbia ACH,Female,134
2025-12-22,2025-10-13,Greater Columbia ACH,Male,144
2025-12-22,2025-10-13,HealthierHere,Female,372
2025-12-22,2025-10-13,HealthierHere,Male,377
2025-12-22,2025-10-13,North Central ACH,Female,43
2025-12-22,2025-10-13,North Central ACH,Male,41
2025-12-22,2025-10-13,North Sound ACH,Female,240
2025-12-22,2025-10-13,North Sound ACH,Male,227
2025-12-22,2025-10-13,Olympic Community of Health,Female,59
2025-12-22,2025-10-13,Olympic Community of Health,Male,50
2025-12-22,2025-10-13,SWACH,Female,90
2025-12-22,2025-10-13,SWACH,Male,81
2025-12-22,2025-10-20,Better Health Together,Female,99
2025-12-22,2025-10-20,Better Health Together,Male,104
2025-12-22,2025-10-20,Cascade Pacific Action Alliance,Female,118
2025-12-22,2025-10-20,Cascade Pacific Action Alliance,Male,91
2025-12-22,2025-10-20,Elevate Health,Female,142
2025-12-22,2025-10-20,Elevate Health,Male,140
2025-12-22,2025-10-20,Greater Columbia ACH,Female,138
2025-12-22,2025-10-20,Greater Columbia ACH,Male,147
2025-12-22,2025-10-20,HealthierHere,Female,364
2025-12-22,2025-10-20,HealthierHere,Male,352
2025-12-22,2025-10-20,North Central ACH,Female,44
2025-12-22,2025-10-20,North Central ACH,Male,40
2025-12-22,2025-10-20,North Sound ACH,Female,211
2025-12-22,2025-10-20,North Sound ACH,Male,197
2025-12-22,2025-10-20,Olympic Community of Health,Female,62
2025-12-22,2025-10-20,Olympic Community of Health,Male,55
2025-12-22,2025-10-20,SWACH,Female,82
2025-12-22,2025-10-20,SWACH,Male,74
2025-12-22,2025-10-27,Better Health Together,Female,91
2025-12-22,2025-10-27,Better Health Together,Male,98
2025-12-22,2025-10-27,Cascade Pacific Action Alliance,Female,101
2025-12-22,2025-10-27,Cascade Pacific Action Alliance,Male,105
2025-12-22,2025-10-27,Elevate Health,Female,132
2025-12-22,2025-10-27,Elevate Health,Male,135
2025-12-22,2025-10-27,Greater Columbia ACH,Female,137
2025-12-22,2025-10-27,Greater Columbia ACH,Male,149
2025-12-22,2025-10-27,HealthierHere,Female,366
2025-12-22,2025-10-27,HealthierHere,Male,334
2025-12-22,2025-10-27,North Central ACH,Female,43
2025-12-22,2025-10-27,North Central ACH,Male,39
2025-12-22,2025-10-27,North Sound ACH,Female,218
2025-12-22,2025-10-27,North Sound ACH,Male,199
2025-12-22,2025-10-27,Olympic Community of Health,Female,63
2025-12-22,2025-10-27,Olympic Community of Health,Male,58
2025-12-22,2025-10-27,SWACH,Female,82
2025-12-22,2025-10-27,SWACH,Male,80
2025-12-22,2025-11-03,Better Health Together,Female,93
2025-12-22,2025-11-03,Better Health Together,Male,82
2025-12-22,2025-11-03,Cascade Pacific Action Alliance,Female,100
2025-12-22,2025-11-03,Cascade Pacific Action Alliance,Male,100
2025-12-22,2025-11-03,Elevate Health,Female,130
2025-12-22,2025-11-03,Elevate Health,Male,26
2025-12-22,2025-11-03,Greater Columbia ACH,Female,136
2025-12-22,2025-11-03,Greater Columbia ACH,Male,141
2025-12-22,2025-11-03,HealthierHere,Female,348
2025-12-22,2025-11-03,HealthierHere,Male,323
2025-12-22,2025-11-03,North Central ACH,Female,40
2025-12-22,2025-11-03,North Central ACH,Male,38
2025-12-22,2025-11-03,North Sound ACH,Female,215
2025-12-22,2025-11-03,North Sound ACH,Male,204
2025-12-22,2025-11-03,Olympic Community of Health,Female,57
2025-12-22,2025-11-03,Olympic Community of Health,Male,55
2025-12-22,2025-11-03,SWACH,Female,92
2025-12-22,2025-11-03,SWACH,Male,81
2025-12-22,2025-11-10,Better Health Together,Female,92
2025-12-22,2025-11-10,Better Health Together,Male,87
2025-12-22,2025-11-10,Cascade Pacific Action Alliance,Female,97
2025-12-22,2025-11-10,Cascade Pacific Action Alliance,Male,99
2025-12-22,2025-11-10,Elevate Health,Female,137
2025-12-22,2025-11-10,Elevate Health,Male,130
2025-12-22,2025-11-10,Greater Columbia ACH,Female,136
2025-12-22,2025-11-10,Greater Columbia ACH,Male,135
2025-12-22,2025-11-10,HealthierHere,Female,321
2025-12-22,2025-11-10,HealthierHere,Male,288
2025-12-22,2025-11-10,North Central ACH,Female,42
2025-12-22,2025-11-10,North Central ACH,Male,42
2025-12-22,2025-11-10,North Sound ACH,Female,222
2025-12-22,2025-11-10,North Sound ACH,Male,215
2025-12-22,2025-11-10,Olympic Community of Health,Female,55
2025-12-22,2025-11-10,Olympic Community of Health,Male,49
2025-12-22,2025-11-10,SWACH,Female,78
2025-12-22,2025-11-10,SWACH,Male,70
2025-12-22,2025-11-17,Better Health Together,Female,84
2025-12-22,2025-11-17,Better Health Together,Male,80
2025-12-22,2025-11-17,Cascade Pacific Action Alliance,Female,100
2025-12-22,2025-11-17,Cascade Pacific Action Alliance,Male,88
2025-12-22,2025-11-17,Elevate Health,Female,123
2025-12-22,2025-11-17,Elevate Health,Male,139
2025-12-22,2025-11-17,Greater Columbia ACH,Female,136
2025-12-22,2025-11-17,Greater Columbia ACH,Male,127
2025-12-22,2025-11-17,HealthierHere,Female,311
2025-12-22,2025-11-17,HealthierHere,Male,286
2025-12-22,2025-11-17,North Central ACH,Female,34
2025-12-22,2025-11-17,North Central ACH,Male,36
2025-12-22,2025-11-17,North Sound ACH,Female,207
2025-12-22,2025-11-17,North Sound ACH,Male,199
2025-12-22,2025-11-17,Olympic Community of Health,Female,51
2025-12-22,2025-11-17,Olympic Community of Health,Male,55
2025-12-22,2025-11-17,SWACH,Female,82
2025-12-22,2025-11-17,SWACH,Male,66
2025-12-22,2025-11-24,Better Health Together,Female,95
2025-12-22,2025-11-24,Better Health Together,Male,79
2025-12-22,2025-11-24,Cascade Pacific Action Alliance,Female,75
2025-12-22,2025-11-24,Cascade Pacific Action Alliance,Male,93
2025-12-22,2025-11-24,Elevate Health,Female,125
2025-12-22,2025-11-24,Elevate Health,Male,113
2025-12-22,2025-11-24,Greater Columbia ACH,Female,119
2025-12-22,2025-11-24,Greater Columbia ACH,Male,118
2025-12-22,2025-11-24,HealthierHere,Female,309
2025-12-22,2025-11-24,HealthierHere,Male,314
2025-12-22,2025-11-24,North Central ACH,Female,36
2025-12-22,2025-11-24,North Central ACH,Male,31
2025-12-22,2025-11-24,North Sound ACH,Female,182
2025-12-22,2025-11-24,North Sound ACH,Male,169
2025-12-22,2025-11-24,Olympic Community of Health,Female,52
2025-12-22,2025-11-24,Olympic Community of Health,Male,50
2025-12-22,2025-11-24,SWACH,Female,70
2025-12-22,2025-11-24,SWACH,Male,75
2025-12-22,2025-12-01,Better Health Together,Female,70
2025-12-22,2025-12-01,Better Health Together,Male,72
2025-12-22,2025-12-01,Cascade Pacific Action Alliance,Female,76
2025-12-22,2025-12-01,Cascade Pacific Action Alliance,Male,53
2025-12-22,2025-12-01,Elevate Health,Female,104
2025-12-22,2025-12-01,Elevate Health,Male,100
2025-12-22,2025-12-01,Greater Columbia ACH,Female,114
2025-12-22,2025-12-01,Greater Columbia ACH,Male,99
2025-12-22,2025-12-01,HealthierHere,Female,239
2025-12-22,2025-12-01,HealthierHere,Male,247
2025-12-22,2025-12-01,North Central ACH,Female,26
2025-12-22,2025-12-01,North Central ACH,Male,28
2025-12-22,2025-12-01,North Sound ACH,Female,162
2025-12-22,2025-12-01,North Sound ACH,Male,155
2025-12-22,2025-12-01,Olympic Community of Health,Female,41
2025-12-22,2025-12-01,Olympic Community of Health,Male,41
2025-12-22,2025-12-01,SWACH,Female,56
2025-12-22,2025-12-01,SWACH,Male,55
2025-12-22,2025-12-08,Better Health Together,Female,44
2025-12-22,2025-12-08,Better Health Together,Male,54
2025-12-22,2025-12-08,Cascade Pacific Action Alliance,Female,57
2025-12-22,2025-12-08,Cascade Pacific Action Alliance,Male,54
2025-12-22,2025-12-08,Elevate Health,Female,72
2025-12-22,2025-12-08,Elevate Health,Male,65
2025-12-22,2025-12-08,Greater Columbia ACH,Female,81
2025-12-22,2025-12-08,Greater Columbia ACH,Male,74
2025-12-22,2025-12-08,HealthierHere,Female,174
2025-12-22,2025-12-08,HealthierHere,Male,180
2025-12-22,2025-12-08,North Central ACH,Female,28
2025-12-22,2025-12-08,North Central ACH,Male,24
2025-12-22,2025-12-08,North Sound ACH,Female,123
2025-12-22,2025-12-08,North Sound ACH,Male,104
2025-12-22,2025-12-08,Olympic Community of Health,Female,28
2025-12-22,2025-12-08,Olympic Community of Health,Male,32
2025-12-22,2025-12-08,SWACH,Female,49
2025-12-22,2025-12-08,SWACH,Male,42
2025-12-22,2025-12-15,Better Health Together,Female,28
2025-12-22,2025-12-15,Better Health Together,Male,31
2025-12-22,2025-12-15,Cascade Pacific Action Alliance,Female,28
2025-12-22,2025-12-15,Cascade Pacific Action Alliance,Male,16
2025-12-22,2025-12-15,Elevate Health,Female,43
2025-12-22,2025-12-15,Elevate Health,Male,38
2025-12-22,2025-12-15,Greater Columbia ACH,Female,37
2025-12-22,2025-12-15,Greater Columbia ACH,Male,39
2025-12-22,2025-12-15,HealthierHere,Female,95
2025-12-22,2025-12-15,HealthierHere,Male,87
2025-12-22,2025-12-15,North Central ACH,Female,12
2025-12-22,2025-12-15,North Central ACH,Male,13
2025-12-22,2025-12-15,North Sound ACH,Female,53
2025-12-22,2025-12-15,North Sound ACH,Male,60
2025-12-22,2025-12-15,Olympic Community of Health,Female,18
2025-12-22,2025-12-15,Olympic Community of Health,Male,14
2025-12-22,2025-12-15,SWACH,Female,29
2025-12-22,2025-12-15,SWACH,Male,18
2025-12-22,2025-12-22,Better Health Together,Female,8
2025-12-22,2025-12-22,Better Health Together,Male,15
2025-12-22,2025-12-22,Cascade Pacific Action Alliance,Female,11
2025-12-22,2025-12-22,Cascade Pacific Action Alliance,Male,6
2025-12-22,2025-12-22,Elevate Health,Female,13
2025-12-22,2025-12-22,Elevate Health,Male,9
2025-12-22,2025-12-22,Greater Columbia ACH,Female,11
2025-12-22,2025-12-22,Greater Columbia ACH,Male,9
2025-12-22,2025-12-22,HealthierHere,Female,27
2025-12-22,2025-12-22,HealthierHere,Male,24
2025-12-22,2025-12-22,North Central ACH,Female,4
2025-12-22,2025-12-22,North Central ACH,Male,5
2025-12-22,2025-12-22,North Sound ACH,Female,16
2025-12-22,2025-12-22,North Sound ACH,Male,10
2025-12-22,2025-12-22,Olympic Community of Health,Female,7
2025-12-22,2025-12-22,Olympic Community of Health,Male,1
2025-12-22,2025-12-22,SWACH,Female,9
2025-12-22,2025-12-22,SWACH,Male,6
2025-12-29,2025-10-20,Better Health Together,Female,99
2025-12-29,2025-10-20,Better Health Together,Male,104
2025-12-29,2025-10-20,Cascade Pacific Action Alliance,Female,119
